run,variant,frequency,solution,generation,fitness
0,A,0.05,0,0,-0.432081074982679
0,A,0.05,0,1,-0.3884410951388514
0,A,0.05,0,2,-0.3699998888665164
0,A,0.05,0,3,-0.5181985074926254
0,A,0.05,0,4,-0.40348456841474056
0,A,0.05,0,5,-0.31619769501286116
0,A,0.05,0,6,-0.49861178605873563
0,A,0.05,0,7,-0.3893435728130053
0,A,0.05,0,8,-0.47123679209129055
0,A,0.05,0,9,-0.23355531742872085
0,A,0.05,1,0,0.27674552047605927
0,A,0.05,1,1,0.68534429592431
0,A,0.05,1,2,0.3568589016263429
0,A,0.05,1,3,0.34740024766708494
0,A,0.05,1,4,0.5999622442703271
0,A,0.05,1,5,0.36850862755648434
0,A,0.05,1,6,0.446886661308984
0,A,0.05,1,7,0.5256782194693662
0,A,0.05,1,8,0.6065613933856301
0,A,0.05,1,9,0.560514470656557
0,A,0.05,2,0,0.6864828297199744
0,A,0.05,2,1,0.7015663551879174
0,A,0.05,2,2,0.7102518477895026
0,A,0.05,2,3,0.6386526869791532
0,A,0.05,2,4,0.6372300702109649
0,A,0.05,2,5,0.7549470041706937
0,A,0.05,2,6,0.5313299962891767
0,A,0.05,2,7,0.6418472859266611
0,A,0.05,2,8,0.5011964064906114
0,A,0.05,2,9,-0.0851624611546033
0,A,0.05,3,0,-1.1192658021229047
0,A,0.05,3,1,-0.5581621184982113
0,A,0.05,3,2,0.7346381357997385
0,A,0.05,3,3,-0.22714827785317104
0,A,0.05,3,4,-0.38070021565111906
0,A,0.05,3,5,0.4294617014692171
0,A,0.05,3,6,-0.19339278660171372
0,A,0.05,3,7,0.3236623307060775
0,A,0.05,3,8,0.5858749394134849
0,A,0.05,3,9,0.02244379444110956
0,A,0.05,4,0,0.6070805382792221
0,A,0.05,4,1,1.2788108795875897
0,A,0.05,4,2,1.0934200484693304
0,A,0.05,4,3,0.6699189888759624
0,A,0.05,4,4,0.4707469402597618
0,A,0.05,4,5,1.223450700449454
0,A,0.05,4,6,1.2975215628464973
0,A,0.05,4,7,1.3255316714373229
0,A,0.05,4,8,1.1974694421205718
0,A,0.05,4,9,1.0757986482463564
0,A,0.05,5,0,-0.5980787789955877
0,A,0.05,5,1,-0.732849739526672
0,A,0.05,5,2,-0.8011341058273312
0,A,0.05,5,3,-0.7207999080204968
0,A,0.05,5,4,-0.8490695064712309
0,A,0.05,5,5,-0.7064858395514739
0,A,0.05,5,6,-0.7342550980828749
0,A,0.05,5,7,-0.76845380267621
0,A,0.05,5,8,-0.514753227298653
0,A,0.05,5,9,-0.8971798878024465
0,A,0.05,6,0,-0.46266926782281304
0,A,0.05,6,1,-0.3538166037972151
0,A,0.05,6,2,-0.20092872040017326
0,A,0.05,6,3,-0.36495203055496295
0,A,0.05,6,4,-0.6130189093288094
0,A,0.05,6,5,-0.07503349055075811
0,A,0.05,6,6,-0.10757203369889273
0,A,0.05,6,7,-0.5325941511229593
0,A,0.05,6,8,-0.9536621584615252
0,A,0.05,6,9,-0.5665475352137244
0,A,0.05,7,0,2.1807860640928816
0,A,0.05,7,1,1.4344012898246574
0,A,0.05,7,2,1.8480920436620554
0,A,0.05,7,3,1.792490068554966
0,A,0.05,7,4,1.5082221993458198
0,A,0.05,7,5,2.0582582453280844
0,A,0.05,7,6,2.161600652724602
0,A,0.05,7,7,2.2062914697830256
0,A,0.05,7,8,1.6065220194063718
0,A,0.05,7,9,1.8076570202467972
0,A,0.05,8,0,-3.738413288295638
0,A,0.05,8,1,-2.7668429753910067
0,A,0.05,8,2,-4.171687961120311
0,A,0.05,8,3,-3.444120878882817
0,A,0.05,8,4,-3.6816494520016305
0,A,0.05,8,5,-3.8190781251626427
0,A,0.05,8,6,-3.488440025518685
0,A,0.05,8,7,-3.969309587242346
0,A,0.05,8,8,-3.756101268378914
0,A,0.05,8,9,-3.315038069311972
0,A,0.05,9,0,1.0480672859811642
0,A,0.05,9,1,0.3695426193443136
0,A,0.05,9,2,0.7321506113618105
0,A,0.05,9,3,0.9394630597377108
0,A,0.05,9,4,1.029641437101472
0,A,0.05,9,5,0.5090827988381152
0,A,0.05,9,6,0.762285984566356
0,A,0.05,9,7,0.9410463474180238
0,A,0.05,9,8,1.043190626457593
0,A,0.05,9,9,0.7940568462867508
0,B,100,0,0,-0.2771876569880697
0,B,100,0,1,-0.5675416295392003
0,B,100,0,2,0.06882604992875667
0,B,100,0,3,-0.25497155571343894
0,B,100,0,4,0.0654744867343476
0,B,100,0,5,-0.24115853587819305
0,B,100,0,6,-0.2548786054118584
0,B,100,0,7,-0.05240369994909081
0,B,100,0,8,-0.9221043128613091
0,B,100,0,9,0.17606497057221823
